0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.00023449289320235858,0.0,-9.809999997197405,0.0,0.0,6.002900626069128,0.0,0.0,-0.0,-3.656040978894402,0.0001996869280793085,0.0,-5.76830587164875,0.0,0.0,1.0261326446338455,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019030695343736265,0.0,-6.358332142243301,0.0,0.0,1.0261326446338455,0.0,0.0,-0.0
0.0,0.0007045396064128519,0.0,-9.809999974700506,0.0,0.0,6.002900626069128,0.0,0.0,-0.0,-3.6560409659586854,0.0006810131730532784,0.0,-5.768305894921793,0.0,0.0,1.0261326446338455,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006553504235121754,0.0,-6.35833216510508,0.0,0.0,1.0261326446338455,0.0,0.0,-0.0
0.0,0.00141120105912275,0.0,-9.809999898497022,0.0,0.0,6.029937389847116,0.0,0.0,-0.0,-3.6471018921175853,0.001449831328893633,0.0,-5.742970973859768,0.0,0.0,1.043156764246108,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014000320233924913,0.0,-6.342786111630011,0.0,0.0,1.043156764246108,0.0,0.0,-0.0
0.0,0.002355538154299137,0.0,-9.809999717198773,0.0,0.0,6.056973903486785,0.0,0.0,-0.0,-3.6381628405489757,0.0025099907268745308,0.0,-5.717636398247837,0.0,0.0,1.0601807607029974,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024280304495717985,0.0,-6.327240331415212,0.0,0.0,1.0601807607029974,0.0,0.0,-0.0
0.0,0.003538611766575526,0.0,-9.809999361785238,0.0,0.0,6.084010026374632,0.0,0.0,-0.0,-3.6292238180563987,0.0038658540469284314,0.0,-5.692302372715998,0.0,0.0,1.0772045794168639,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003743345716081725,0.0,-6.311694996925735,0.0,0.0,1.0772045794168639,0.0,0.0,-0.0
0.0,0.004961482727783741,0.0,-9.809998745345952,0.0,0.0,6.111045606732458,0.0,0.0,-0.0,-3.620284824848003,0.0055217939222982505,0.0,-5.666969131271591,0.0,0.0,1.0942281707805135,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005349990239624777,0.0,-6.296150312678647,0.0,0.0,1.0942281707805135,0.0,0.0,-0.0
0.0,0.006625211809752,0.0,-9.809997762821789,0.0,0.0,6.138080481452972,0.0,0.0,-0.0,-3.611345854442139,0.007482192869934471,0.0,-5.641636937961919,0.0,0.0,1.111251490280428,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007251988773326013,0.0,-6.280606515961053,0.0,0.0,1.111251490280428,0.0,0.0,-0.0
0.0,0.008530859704295483,0.0,-9.809996290745104,0.0,0.0,6.165114475934458,0.0,0.0,-0.0,-3.6024068935726046,0.009751443213144539,0.0,-5.616306087541118,0.0,0.0,1.128274498610832,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009453378331984183,0.0,-6.265063877553767,0.0,0.0,1.128274498610832,0.0,0.0,-0.0
0.0,0.010679487000324867,0.0,-9.809994186978779,0.0,0.0,6.192147403914689,0.0,0.0,-0.0,-3.5934679220935046,0.012333946996241327,0.0,-5.590976906141098,0.0,0.0,1.1452971617886902,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011958208108551508,0.0,-6.249522702460539,0.0,0.0,1.1452971617886902,0.0,0.0,-0.0
0.0,0.013072154157997522,0.0,-9.80999129045412,0.0,0.0,6.219179067303869,0.0,0.0,-0.0,-3.5845289128837776,0.01523411589093401,0.0,-5.56564975194671,0.0,0.0,1.1623194512695507,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014770539381567449,0.0,-6.233983330642926,0.0,0.0,1.1623194512695507,0.0,0.0,-0.0
0.0,0.01570992147983518,0.0,-9.80998742090769,0.0,0.0,6.246209256016807,0.0,0.0,-0.0,-3.575589831751366,0.01845637109420161,0.0,-5.540325015875004,0.0,0.0,1.1793413440642908,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01789444541326838,0.0,-6.2184461377607105,0.0,0.0,1.1793413440642908,0.0,0.0,-0.0
